"These are the fields that Telarus, our main distributor, uses to report by vendor.  We will need to create templates to match our fields to theirs.  We will display different field ""label names"" on these fields for our own understanding.",,,,,,,,
The fields in 7-10 are common fields that all templates will use.  ,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Template Map Name,Origin,CompanyName,templateId,commissionType,fieldId,Telarus CommonFields,New Commissable Field Label,
Telarus-Skywire Networks,Telarus,Skywire Networks,2471,Residual,590,Product Detail,Vendor - Product Description,
"Telarus-Syringa Networks, LLC",Telarus,"Syringa Networks, LLC",2518,Residual,590,Product Detail,Vendor - Product Description,
Telarus-TelSynergy,Telarus,TelSynergy,2340,Residual,590,Product Detail,Vendor - Product Description,
Telarus-ujet.cx,Telarus,ujet.cx,2557,Residual,590,Product Detail,Vendor - Product Description,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,549,Description,Vendor - Product Description,
Telarus-UniVoIP,Telarus,UniVoIP,2469,Residual,590,Product Detail,Vendor - Product Description,
Telarus-Wireless Watchdogs,Telarus,Wireless Watchdogs,2474,Residual,549,Description,Vendor - Product Description,
Telarus-123.Net,Telarus,123.Net,2107,Residual,172,Service Type,Vendor - Product Family,
Telarus-1Wire Fiber,Telarus,1Wire Fiber,2545,Residual,172,Service Type,Vendor - Product Family,
Telarus-365 Data Centers,Telarus,365 Data Centers,2449,Residual,172,Service Type,Vendor - Product Family,
Telarus-AT&T,Telarus,AT&T,1996,Residual,331,Product Category,Vendor - Product Family,
Telarus-Broadvoice,Telarus,Broadvoice,1657,Residual,172,Service Type,Vendor - Product Family,
Telarus-Broadvoice,Telarus,Broadvoice,1747,NULL,172,Service Type,Vendor - Product Family,
Telarus-Cologix,Telarus,Cologix,1838,Residual,172,Service Type,Vendor - Product Family,
Telarus-Cologix CAD,Telarus,Cologix CAD,2227,Residual,172,Service Type,Vendor - Product Family,
Telarus-Colt,Telarus,Colt,2485,Residual,331,Product Category,Vendor - Product Family,
Telarus-Command Link,Telarus,Command Link,1688,Residual,172,Service Type,Vendor - Product Family,
Telarus-DataBank,Telarus,DataBank,1873,Residual,548,Product Group,Vendor - Product Family,
Telarus-eSentire,Telarus,eSentire,2480,Residual,172,Service Type,Vendor - Product Family,
Telarus-eSentire,Telarus,eSentire,2491,Residual,172,Service Type,Vendor - Product Family,
Telarus-Esentire ANZ,Telarus,Esentire ANZ,2481,Residual,172,Service Type,Vendor - Product Family,
Telarus-eSentire CAD,Telarus,eSentire CAD,2490,Residual,172,Service Type,Vendor - Product Family,
Telarus-Evolve IP,Telarus,Evolve IP,2493,Residual,327,Service Group,Vendor - Product Family,
Telarus-Evolve IP,Telarus,Evolve IP,2493,Residual,172,Service Type,Vendor - Product Family,
Telarus-Fusion Connect,Telarus,Fusion Connect,2536,Residual,331,Product Category,Vendor - Product Family,
Telarus-Kinetic Business,Telarus,Kinetic Business,2551,Residual,172,Service Type,Vendor - Product Family,
Telarus-Lingo,Telarus,Lingo,2230,Residual,331,Product Category,Vendor - Product Family,
Telarus-Netrio,Telarus,Netrio,2575,Residual,331,Product Category,Vendor - Product Family,
Telarus-New Horizon Communications,Telarus,New Horizon Communications,2495,Residual,331,Product Category,Vendor - Product Family,
Telarus-Tellennium Inc,Telarus,Tellennium Inc,2437,Residual,331,Product Category,Vendor - Product Family,
Telarus-TelSynergy,Telarus,TelSynergy,2340,Residual,331,Product Category,Vendor - Product Family,
Telarus-TelSynergy,Telarus,TelSynergy,2340,Residual,548,Product Group,Vendor - Product Family,
Telarus-TelSynergy,Telarus,TelSynergy,2340,Residual,172,Service Type,Vendor - Product Family,
Telarus-Uniti Fiber,Telarus,Uniti Fiber,2350,Residual,172,Service Type,Vendor - Product Family,
Telarus-USA Digital,Telarus,USA Digital,1917,Residual,172,Service Type,Vendor - Product Family,
Telarus-vCom Solutions,Telarus,vCom Solutions,1600,Residual,172,Service Type,Vendor - Product Family,
Telarus-Windstream Enterprise,Telarus,Windstream Enterprise,1690,Residual,172,Service Type,Vendor - Product Family,
Telarus-Wireless Watchdogs,Telarus,Wireless Watchdogs,2166,Residual,331,Product Category,Vendor - Product Family,
Telarus-Wireless Watchdogs,Telarus,Wireless Watchdogs,2474,Residual,172,Service Type,Vendor - Product Family,
Telarus-Fusion Connect,Telarus,Fusion Connect,2536,Residual,412,Product First Invoice Date,Product First Invoice Date,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,267,Product Modifier,Product Modifier,
Telarus-0.465972222222222,Telarus,11:11,1700,Residual,6,Product Name,Vendor - Product Name,
Telarus-0.465972222222222,Telarus,11:11,1962,Residual,6,Product Name,Vendor - Product Name,
Telarus-11:11 ANZ,Telarus,11:11 ANZ,2312,Residual,6,Product Name,Vendor - Product Name,
Telarus-11:11 CAD,Telarus,11:11 CAD,2014,Residual,6,Product Name,Vendor - Product Name,
Telarus-11:11 UK,Telarus,11:11 UK,1903,Residual,6,Product Name,Vendor - Product Name,
Telarus-8x8,Telarus,8x8,1937,Residual,6,Product Name,Vendor - Product Name,
Telarus-8x8 ANZ,Telarus,8x8 ANZ,1584,Residual,6,Product Name,Vendor - Product Name,
Telarus-8x8 CAD,Telarus,8x8 CAD,2205,Residual,6,Product Name,Vendor - Product Name,
Telarus-ACC Business,Telarus,ACC Business,2364,Residual,6,Product Name,Vendor - Product Name,
Telarus-Advantix,Telarus,Advantix,2492,Residual,6,Product Name,Vendor - Product Name,
Telarus-Altafiber,Telarus,Altafiber,2461,Residual,6,Product Name,Vendor - Product Name,
Telarus-Ancero,Telarus,Ancero,2021,Residual,6,Product Name,Vendor - Product Name,
Telarus-Appgate Cybersecurity,Telarus,Appgate Cybersecurity,2321,Residual,6,Product Name,Vendor - Product Name,
Telarus-Astound Business Solutions,Telarus,Astound Business Solutions,2475,Residual,6,Product Name,Vendor - Product Name,
Telarus-AT&T,Telarus,AT&T,1996,Residual,6,Product Name,Vendor - Product Name,
Telarus-Bigleaf,Telarus,Bigleaf,2397,Residual,6,Product Name,Vendor - Product Name,
Telarus-BullsEye,Telarus,BullsEye,2235,Residual,6,Product Name,Vendor - Product Name,
Telarus-CBTS,Telarus,CBTS,2483,Residual,6,Product Name,Vendor - Product Name,
Telarus-China Telecom,Telarus,China Telecom,2172,Residual,6,Product Name,Vendor - Product Name,
Telarus-Cisco,Telarus,Cisco,2578,Residual,6,Product Name,Vendor - Product Name,
Telarus-Coresite,Telarus,Coresite,2466,Residual,6,Product Name,Vendor - Product Name,
Telarus-Corvid Cyberdefense,Telarus,Corvid Cyberdefense,2078,Residual,6,Product Name,Vendor - Product Name,
Telarus-DartPoints,Telarus,DartPoints,2464,Residual,6,Product Name,Vendor - Product Name,
Telarus-Dialpad,Telarus,Dialpad,2489,Residual,6,Product Name,Vendor - Product Name,
Telarus-Dialpad ANZ,Telarus,Dialpad ANZ,2486,Residual,6,Product Name,Vendor - Product Name,
Telarus-Dialpad CAD,Telarus,Dialpad CAD,2487,Residual,6,Product Name,Vendor - Product Name,
Telarus-Dialpad UK,Telarus,Dialpad UK,2488,Residual,6,Product Name,Vendor - Product Name,
Telarus-Dizzion,Telarus,Dizzion,1582,Residual,6,Product Name,Vendor - Product Name,
Telarus-Dynalink,Telarus,Dynalink,2392,Residual,6,Product Name,Vendor - Product Name,
Telarus-Edify,Telarus,Edify,2132,Residual,6,Product Name,Vendor - Product Name,
Telarus-Effectual,Telarus,Effectual,2511,Residual,6,Product Name,Vendor - Product Name,
Telarus-Effortless Office,Telarus,Effortless Office,2394,Residual,6,Product Name,Vendor - Product Name,
Telarus-EnTelegent Solutions,Telarus,EnTelegent Solutions,2400,Residual,6,Product Name,Vendor - Product Name,
Telarus-Evolve IP,Telarus,Evolve IP,2493,Residual,6,Product Name,Vendor - Product Name,
Telarus-For2Fi,Telarus,For2Fi,2388,Residual,6,Product Name,Vendor - Product Name,
Telarus-Foresite,Telarus,Foresite,1577,Residual,6,Product Name,Vendor - Product Name,
Telarus-FreeConferenceCall.com,Telarus,FreeConferenceCall.com,1884,Residual,6,Product Name,Vendor - Product Name,
Telarus-Frontier,Telarus,Frontier,2453,Residual,6,Product Name,Vendor - Product Name,
Telarus-Fusion Connect,Telarus,Fusion Connect,2536,Residual,6,Product Name,Vendor - Product Name,
Telarus-G12 Communications,Telarus,G12 Communications,2378,Residual,6,Product Name,Vendor - Product Name,
Telarus-GoTo,Telarus,GoTo,1916,Residual,6,Product Name,Vendor - Product Name,
Telarus-GoTo ANZ,Telarus,GoTo ANZ,2199,Residual,6,Product Name,Vendor - Product Name,
Telarus-GoTo CAD,Telarus,GoTo CAD,2286,Residual,6,Product Name,Vendor - Product Name,
Telarus-GoTo UK,Telarus,GoTo UK,1857,Residual,6,Product Name,Vendor - Product Name,
Telarus-Graphene Networks Inc.,Telarus,Graphene Networks Inc.,2219,Residual,6,Product Name,Vendor - Product Name,
Telarus-GTT,Telarus,GTT,2448,Residual,6,Product Name,Vendor - Product Name,
Telarus-GTT CAD,Telarus,GTT CAD,2447,Residual,6,Product Name,Vendor - Product Name,
Telarus-HGC Global Communications,Telarus,HGC Global Communications,1718,Residual,6,Product Name,Vendor - Product Name,
Telarus-InflowCX,Telarus,InflowCX,2380,Residual,6,Product Name,Vendor - Product Name,
Telarus-InflowCX,Telarus,InflowCX,2418,Residual,6,Product Name,Vendor - Product Name,
Telarus-IntelePeer,Telarus,IntelePeer,1724,Residual,6,Product Name,Vendor - Product Name,
Telarus-iTel Networks,Telarus,iTel Networks,2467,Residual,574,Item,Vendor - Product Name,
Telarus-iTel Networks CAD,Telarus,iTel Networks CAD,2468,Residual,574,Item,Vendor - Product Name,
Telarus-Juvo,Telarus,Juvo,2196,Residual,6,Product Name,Vendor - Product Name,
Telarus-Keystone Solutions,Telarus,Keystone Solutions,2382,Residual,6,Product Name,Vendor - Product Name,
Telarus-Kinetic Business,Telarus,Kinetic Business,2551,Residual,6,Product Name,Vendor - Product Name,
Telarus-Lingo,Telarus,Lingo,2230,Residual,6,Product Name,Vendor - Product Name,
Telarus-Logix,Telarus,Logix,1614,Residual,6,Product Name,Vendor - Product Name,
Telarus-Masergy,Telarus,Masergy,2044,Residual,6,Product Name,Vendor - Product Name,
Telarus-Megaport,Telarus,Megaport,2482,Residual,6,Product Name,Vendor - Product Name,
Telarus-Metro Wireless,Telarus,Metro Wireless,2245,Residual,6,Product Name,Vendor - Product Name,
Telarus-MetTel,Telarus,MetTel,2533,Residual,6,Product Name,Vendor - Product Name,
Telarus-MetTel CAD,Telarus,MetTel CAD,2532,Residual,6,Product Name,Vendor - Product Name,
Telarus-MHO Networks,Telarus,MHO Networks,2374,Residual,6,Product Name,Vendor - Product Name,
Telarus-Microspace,Telarus,Microspace,2352,Residual,6,Product Name,Vendor - Product Name,
Telarus-Mosaic Networks,Telarus,Mosaic Networks,2463,Residual,6,Product Name,Vendor - Product Name,
Telarus-Net2Phone,Telarus,Net2Phone,2594,Residual,6,Product Name,Vendor - Product Name,
Telarus-Net2Phone,Telarus,Net2Phone,2595,Residual,6,Product Name,Vendor - Product Name,
Telarus-NetCarrier,Telarus,NetCarrier,2507,Residual,6,Product Name,Vendor - Product Name,
Telarus-Netrio,Telarus,Netrio,2575,Residual,6,Product Name,Vendor - Product Name,
Telarus-Netwolves,Telarus,Netwolves,1610,Residual,6,Product Name,Vendor - Product Name,
Telarus-NICE CXone,Telarus,NICE CXone,1547,Residual,6,Product Name,Vendor - Product Name,
Telarus-NICE CXone ANZ,Telarus,NICE CXone ANZ,1617,Residual,6,Product Name,Vendor - Product Name,
Telarus-NICE CXone CAD,Telarus,NICE CXone CAD,1925,Residual,6,Product Name,Vendor - Product Name,
Telarus-Nitel,Telarus,Nitel,2240,Residual,6,Product Name,Vendor - Product Name,
Telarus-One Ring Networks,Telarus,One Ring Networks,2370,Residual,6,Product Name,Vendor - Product Name,
Telarus-Ontinue,Telarus,Ontinue,1615,Residual,6,Product Name,Vendor - Product Name,
Telarus-Open Systems,Telarus,Open Systems,1645,Residual,6,Product Name,Vendor - Product Name,
Telarus-Open Systems UK,Telarus,Open Systems UK,1579,Residual,6,Product Name,Vendor - Product Name,
Telarus-Optimum Business,Telarus,Optimum Business,1609,Residual,6,Product Name,Vendor - Product Name,
Telarus-Optimum Business,Telarus,Optimum Business,2344,Residual,6,Product Name,Vendor - Product Name,
Telarus-Optimum Business,Telarus,Optimum Business,2371,Residual,6,Product Name,Vendor - Product Name,
Telarus-Optimum Business,Telarus,Optimum Business,2500,Residual,6,Product Name,Vendor - Product Name,
Telarus-Peerless Network Infobip,Telarus,Peerless Network Infobip,2531,Residual,6,Product Name,Vendor - Product Name,
Telarus-Peerless Network UK,Telarus,Peerless Network UK,1662,Residual,6,Product Name,Vendor - Product Name,
Telarus-PPT Solutions,Telarus,PPT Solutions,1871,Residual,6,Product Name,Vendor - Product Name,
Telarus-RapidScale,Telarus,RapidScale,2446,Residual,6,Product Name,Vendor - Product Name,
Telarus-RSI,Telarus,RSI,2438,Residual,6,Product Name,Vendor - Product Name,
Telarus-Shaw / Rogers West,Telarus,Shaw / Rogers West,2016,Residual,6,Product Name,Vendor - Product Name,
Telarus-Shaw CAD,Telarus,Shaw CAD,2253,Residual,6,Product Name,Vendor - Product Name,
Telarus-Simplicity VoIP,Telarus,Simplicity VoIP,2375,Residual,6,Product Name,Vendor - Product Name,
Telarus-Spectrum VoIP,Telarus,Spectrum VoIP,2473,Residual,6,Product Name,Vendor - Product Name,
Telarus-Splice Communications,Telarus,Splice Communications,1737,Residual,6,Product Name,Vendor - Product Name,
Telarus-SteelDome Cyber,Telarus,SteelDome Cyber,1626,Residual,6,Product Name,Vendor - Product Name,
Telarus-Talkdesk,Telarus,Talkdesk,1941,Residual,6,Product Name,Vendor - Product Name,
Telarus-Talkdesk ANZ,Telarus,Talkdesk ANZ,2071,Residual,6,Product Name,Vendor - Product Name,
Telarus-Talkdesk CAD,Telarus,Talkdesk CAD,2063,Residual,6,Product Name,Vendor - Product Name,
Telarus-Talkdesk UK,Telarus,Talkdesk UK,2137,Residual,6,Product Name,Vendor - Product Name,
Telarus-TeraGo,Telarus,TeraGo,1913,Residual,6,Product Name,Vendor - Product Name,
Telarus-TeraGo CAD,Telarus,TeraGo CAD,2143,Residual,6,Product Name,Vendor - Product Name,
Telarus-Tierpoint Data Centers,Telarus,Tierpoint Data Centers,1708,Residual,6,Product Name,Vendor - Product Name,
Telarus-TouchTone,Telarus,TouchTone,2133,Residual,6,Product Name,Vendor - Product Name,
Telarus-TPx,Telarus,TPx,2529,Residual,574,Item,Vendor - Product Name,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,6,Product Name,Vendor - Product Name,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,6,Product Name,Vendor - Product Name,
Telarus-Viasat,Telarus,Viasat,2546,Residual,6,Product Name,Vendor - Product Name,
Telarus-Vigilant,Telarus,Vigilant,1988,Residual,6,Product Name,Vendor - Product Name,
Telarus-vMOX,Telarus,vMOX,2470,Residual,6,Product Name,Vendor - Product Name,
Telarus-VocalIP,Telarus,VocalIP,1701,Residual,6,Product Name,Vendor - Product Name,
Telarus-Vonage,Telarus,Vonage,2563,Residual,6,Product Name,Vendor - Product Name,
Telarus-WiLine,Telarus,WiLine,1956,Residual,6,Product Name,Vendor - Product Name,
Telarus-Windstream Enterprise,Telarus,Windstream Enterprise,1690,Residual,6,Product Name,Vendor - Product Name,
Telarus-Wireless Watchdogs,Telarus,Wireless Watchdogs,2474,Residual,574,Item,Vendor - Product Name,
Telarus-Wireless Watchdogs,Telarus,Wireless Watchdogs,2166,Residual,6,Product Name,Vendor - Product Name,
Telarus-Zayo,Telarus,Zayo,2391,Residual,6,Product Name,Vendor - Product Name,
Telarus-Zayo,Telarus,Zayo,2393,Residual,6,Product Name,Vendor - Product Name,
Telarus-Zayo,Telarus,Zayo,2440,Residual,6,Product Name,Vendor - Product Name,
Telarus-Zayo CAD,Telarus,Zayo CAD,2401,Residual,6,Product Name,Vendor - Product Name,
Telarus-Zayo UK,Telarus,Zayo UK,2407,Residual,6,Product Name,Vendor - Product Name,
Telarus-Zenlayer,Telarus,Zenlayer,2052,Residual,6,Product Name,Vendor - Product Name,
Telarus-Ziply,Telarus,Ziply,2049,Residual,6,Product Name,Vendor - Product Name,
Telarus-Zoom,Telarus,Zoom,2429,Residual,6,Product Name,Vendor - Product Name,
Telarus-Zoom ANZ,Telarus,Zoom ANZ,1948,Residual,6,Product Name,Vendor - Product Name,
Telarus-Zoom CAD,Telarus,Zoom CAD,1833,Residual,6,Product Name,Vendor - Product Name,
Telarus-Zoom EMEA,Telarus,Zoom EMEA,2327,Residual,6,Product Name,Vendor - Product Name,
Telarus-ujet.cx,Telarus,ujet.cx,2557,Residual,589,Product Source,Product Source,
Telarus-AT&T,Telarus,AT&T,1996,Residual,533,Product Type,Vendor - Product Subtype,
Telarus-Avaya,Telarus,Avaya,2560,Residual,533,Product Type,Vendor - Product Subtype,
Telarus-Avaya ANZ,Telarus,Avaya ANZ,2558,Residual,533,Product Type,Vendor - Product Subtype,
Telarus-Avaya CAD,Telarus,Avaya CAD,2559,Residual,533,Product Type,Vendor - Product Subtype,
Telarus-C-Spire,Telarus,C-Spire,2576,Residual,533,Product Type,Vendor - Product Subtype,
Telarus-KORE Wireless,Telarus,KORE Wireless,2184,Residual,533,Product Type,Vendor - Product Subtype,
Telarus-Peerless Network Infobip,Telarus,Peerless Network Infobip,2531,Residual,533,Product Type,Vendor - Product Subtype,
Telarus-Sangoma,Telarus,Sangoma,2535,Residual,533,Product Type,Vendor - Product Subtype,
Telarus-Stickley on Security,Telarus,Stickley on Security,1670,Residual,533,Product Type,Vendor - Product Subtype,
Telarus-vCom Solutions,Telarus,vCom Solutions,1600,Residual,533,Product Type,Vendor - Product Subtype,
Telarus-Zultys,Telarus,Zultys,2494,Residual,533,Product Type,Vendor - Product Subtype,
Telarus-Powernet,Telarus,Powernet,2047,Residual,179,Program,Program,
Telarus-Cox Communications,Telarus,Cox Communications,2570,Residual,518,Project ID,Project ID,
Telarus-Starken Technologies,Telarus,Starken Technologies,1649,Residual,518,Project ID,Project ID,
Telarus-Tierpoint Data Centers,Telarus,Tierpoint Data Centers,1708,Residual,493,Promo,Promo,
Telarus-Evolve IP,Telarus,Evolve IP,2493,Residual,326,Pro-rated,Pro-rated,
Telarus-Unite Private Networks,Telarus,Unite Private Networks,2425,Residual,326,Pro-rated,Pro-rated,
Telarus-Cisco,Telarus,Cisco,2578,Residual,233,Provider,Provider,
Telarus-Synoptek,Telarus,Synoptek,1951,Residual,504,PS Revenue,PS Revenue,
Telarus-TeligentIP,Telarus,TeligentIP,2527,Residual,341,PSB Description,PSB Description,
Telarus-Advantix,Telarus,Advantix,2492,Residual,26,Units,Quantity,
Telarus-Altafiber,Telarus,Altafiber,2461,Residual,26,Units,Quantity,
Telarus-CBTS,Telarus,CBTS,2483,Residual,26,Units,Quantity,
Telarus-Cisco,Telarus,Cisco,2578,Residual,142,Quantity,Quantity,
Telarus-Command Link,Telarus,Command Link,1688,Residual,142,Quantity,Quantity,
Telarus-Coresite,Telarus,Coresite,2466,Residual,142,Quantity,Quantity,
Telarus-Data2Go Wireless,Telarus,Data2Go Wireless,2055,Residual,142,Quantity,Quantity,
Telarus-Edify,Telarus,Edify,2132,Residual,142,Quantity,Quantity,
Telarus-Evolve IP,Telarus,Evolve IP,2493,Residual,142,Quantity,Quantity,
Telarus-G12 Communications,Telarus,G12 Communications,2378,Residual,211,Number of Lines,Quantity,
Telarus-Genesys,Telarus,Genesys,2194,Residual,142,Quantity,Quantity,
Telarus-GoTo,Telarus,GoTo,1916,Residual,142,Quantity,Quantity,
Telarus-GoTo ANZ,Telarus,GoTo ANZ,2199,Residual,142,Quantity,Quantity,
Telarus-GoTo CAD,Telarus,GoTo CAD,2286,Residual,142,Quantity,Quantity,
Telarus-GoTo UK,Telarus,GoTo UK,1857,Residual,142,Quantity,Quantity,
Telarus-iTel Networks,Telarus,iTel Networks,2467,Residual,142,Quantity,Quantity,
Telarus-iTel Networks CAD,Telarus,iTel Networks CAD,2468,Residual,142,Quantity,Quantity,
Telarus-Net2Phone,Telarus,Net2Phone,2594,Residual,142,Quantity,Quantity,
Telarus-Net2Phone,Telarus,Net2Phone,2595,Residual,142,Quantity,Quantity,
Telarus-Nextiva,Telarus,Nextiva,2256,Residual,142,Quantity,Quantity,
Telarus-Nextiva CAD,Telarus,Nextiva CAD,1541,Residual,142,Quantity,Quantity,
Telarus-Nitel,Telarus,Nitel,2240,Residual,142,Quantity,Quantity,
Telarus-NuWave Communications,Telarus,NuWave Communications,2272,Residual,211,Number of Lines,Quantity,
Telarus-Optimum Business,Telarus,Optimum Business,1609,Residual,211,Number of Lines,Quantity,
Telarus-Optimum Business,Telarus,Optimum Business,2371,Residual,211,Number of Lines,Quantity,
Telarus-Optimum Business,Telarus,Optimum Business,2500,Residual,211,Number of Lines,Quantity,
Telarus-RapidScale,Telarus,RapidScale,2446,Residual,142,Quantity,Quantity,
Telarus-Sangoma,Telarus,Sangoma,2535,Residual,142,Quantity,Quantity,
Telarus-Shaw / Rogers West,Telarus,Shaw / Rogers West,2016,Residual,196,Number of Services,Quantity,
Telarus-Shaw CAD,Telarus,Shaw CAD,2253,Residual,196,Number of Services,Quantity,
Telarus-Source Inc,Telarus,Source Inc,1992,Residual,142,Quantity,Quantity,
Telarus-Telesystem,Telarus,Telesystem,2019,Residual,211,Number of Lines,Quantity,
Telarus-Verizon Direct,Telarus,Verizon Direct,2216,Residual,26,Units,Quantity,
